INFO:root:10:14:24 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', calib_mode='customize', deploy=False, dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, model_prefix=None, num_calib_batches=5, only_calibration=False, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pretrained_bert_parameters=None, quantized_dtype='auto', round_to=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:14:27 Model file not found. Downloading to /home/hxy/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:17:12 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', calib_mode='customize', deploy=False, dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, model_prefix=None, num_calib_batches=5, only_calibration=False, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pretrained_bert_parameters=None, quantized_dtype='auto', round_to=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:17:14 Model file not found. Downloading to /data1/hxy/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:19:25 processing dataset...
INFO:root:10:20:30 Now we are doing BERT classification training on gpu(0)!
INFO:root:10:20:30 training steps=49087
INFO:root:10:21:02 [Epoch 1 Batch 10/12277] loss=1.1346, lr=0.0000000, metrics:accuracy:0.3187
INFO:root:10:38:48 [Epoch 1 Batch 7780/12277] loss=0.6258, lr=0.0000187, metrics:accuracy:0.6809
INFO:root:10:38:49 [Epoch 1 Batch 7790/12277] loss=0.5989, lr=0.0000187, metrics:accuracy:0.6809
INFO:root:10:38:51 [Epoch 1 Batch 7800/12277] loss=0.5891, lr=0.0000187, metrics:accuracy:0.6811
INFO:root:10:38:52 [Epoch 1 Batch 7810/12277] loss=0.6603, lr=0.0000187, metrics:accuracy:0.6811
INFO:root:10:38:53 [Epoch 1 Batch 7820/12277] loss=0.7211, lr=0.0000187, metrics:accuracy:0.6811
INFO:root:10:38:54 [Epoch 1 Batch 7830/12277] loss=0.6164, lr=0.0000187, metrics:accuracy:0.6813
INFO:root:10:38:56 [Epoch 1 Batch 7840/12277] loss=0.6295, lr=0.0000187, metrics:accuracy:0.6813
INFO:root:10:38:57 [Epoch 1 Batch 7850/12277] loss=0.5359, lr=0.0000187, metrics:accuracy:0.6815
INFO:root:10:38:58 [Epoch 1 Batch 7860/12277] loss=0.6099, lr=0.0000187, metrics:accuracy:0.6816
INFO:root:10:39:00 [Epoch 1 Batch 7870/12277] loss=0.6146, lr=0.0000187, metrics:accuracy:0.6816
INFO:root:10:39:01 [Epoch 1 Batch 7880/12277] loss=0.6611, lr=0.0000187, metrics:accuracy:0.6817
INFO:root:10:39:02 [Epoch 1 Batch 7890/12277] loss=0.6222, lr=0.0000187, metrics:accuracy:0.6818
INFO:root:10:39:03 [Epoch 1 Batch 7900/12277] loss=0.6212, lr=0.0000186, metrics:accuracy:0.6818
INFO:root:10:39:05 [Epoch 1 Batch 7910/12277] loss=0.5805, lr=0.0000186, metrics:accuracy:0.6820
INFO:root:10:39:06 [Epoch 1 Batch 7920/12277] loss=0.6604, lr=0.0000186, metrics:accuracy:0.6820
INFO:root:10:39:08 [Epoch 1 Batch 7930/12277] loss=0.6451, lr=0.0000186, metrics:accuracy:0.6821
INFO:root:10:39:09 [Epoch 1 Batch 7940/12277] loss=0.7106, lr=0.0000186, metrics:accuracy:0.6821
INFO:root:10:39:11 [Epoch 1 Batch 7950/12277] loss=0.6315, lr=0.0000186, metrics:accuracy:0.6822
INFO:root:10:39:12 [Epoch 1 Batch 7960/12277] loss=0.5895, lr=0.0000186, metrics:accuracy:0.6823
INFO:root:10:39:13 [Epoch 1 Batch 7970/12277] loss=0.5705, lr=0.0000186, metrics:accuracy:0.6824
INFO:root:10:39:15 [Epoch 1 Batch 7980/12277] loss=0.5949, lr=0.0000186, metrics:accuracy:0.6825
INFO:root:10:39:16 [Epoch 1 Batch 7990/12277] loss=0.5996, lr=0.0000186, metrics:accuracy:0.6827
INFO:root:10:39:18 [Epoch 1 Batch 8000/12277] loss=0.6857, lr=0.0000186, metrics:accuracy:0.6827
INFO:root:10:39:19 [Epoch 1 Batch 8010/12277] loss=0.6750, lr=0.0000186, metrics:accuracy:0.6828
INFO:root:10:39:21 [Epoch 1 Batch 8020/12277] loss=0.6545, lr=0.0000186, metrics:accuracy:0.6828
INFO:root:10:39:22 [Epoch 1 Batch 8030/12277] loss=0.6913, lr=0.0000186, metrics:accuracy:0.6829
INFO:root:10:39:23 [Epoch 1 Batch 8040/12277] loss=0.6908, lr=0.0000186, metrics:accuracy:0.6829
INFO:root:10:39:25 [Epoch 1 Batch 8050/12277] loss=0.6348, lr=0.0000186, metrics:accuracy:0.6830
INFO:root:10:39:26 [Epoch 1 Batch 8060/12277] loss=0.6747, lr=0.0000186, metrics:accuracy:0.6830
INFO:root:10:39:27 [Epoch 1 Batch 8070/12277] loss=0.5684, lr=0.0000186, metrics:accuracy:0.6831
INFO:root:10:39:28 [Epoch 1 Batch 8080/12277] loss=0.6860, lr=0.0000186, metrics:accuracy:0.6832
INFO:root:10:39:30 [Epoch 1 Batch 8090/12277] loss=0.6428, lr=0.0000186, metrics:accuracy:0.6832
INFO:root:10:39:31 [Epoch 1 Batch 8100/12277] loss=0.6668, lr=0.0000186, metrics:accuracy:0.6833
INFO:root:10:39:33 [Epoch 1 Batch 8110/12277] loss=0.5833, lr=0.0000186, metrics:accuracy:0.6834
INFO:root:10:39:34 [Epoch 1 Batch 8120/12277] loss=0.6898, lr=0.0000185, metrics:accuracy:0.6834
INFO:root:10:39:35 [Epoch 1 Batch 8130/12277] loss=0.6456, lr=0.0000185, metrics:accuracy:0.6834
INFO:root:10:39:37 [Epoch 1 Batch 8140/12277] loss=0.6657, lr=0.0000185, metrics:accuracy:0.6835
INFO:root:10:39:38 [Epoch 1 Batch 8150/12277] loss=0.6262, lr=0.0000185, metrics:accuracy:0.6836
INFO:root:10:39:39 [Epoch 1 Batch 8160/12277] loss=0.6430, lr=0.0000185, metrics:accuracy:0.6836
INFO:root:10:39:41 [Epoch 1 Batch 8170/12277] loss=0.5931, lr=0.0000185, metrics:accuracy:0.6837
INFO:root:10:39:42 [Epoch 1 Batch 8180/12277] loss=0.6089, lr=0.0000185, metrics:accuracy:0.6838
INFO:root:10:39:43 [Epoch 1 Batch 8190/12277] loss=0.6441, lr=0.0000185, metrics:accuracy:0.6839
INFO:root:10:39:45 [Epoch 1 Batch 8200/12277] loss=0.6409, lr=0.0000185, metrics:accuracy:0.6840
INFO:root:10:39:46 [Epoch 1 Batch 8210/12277] loss=0.6268, lr=0.0000185, metrics:accuracy:0.6840
INFO:root:10:39:48 [Epoch 1 Batch 8220/12277] loss=0.6419, lr=0.0000185, metrics:accuracy:0.6841
INFO:root:10:39:49 [Epoch 1 Batch 8230/12277] loss=0.6401, lr=0.0000185, metrics:accuracy:0.6841
INFO:root:10:39:51 [Epoch 1 Batch 8240/12277] loss=0.5907, lr=0.0000185, metrics:accuracy:0.6842
INFO:root:10:39:52 [Epoch 1 Batch 8250/12277] loss=0.6296, lr=0.0000185, metrics:accuracy:0.6843
INFO:root:10:39:53 [Epoch 1 Batch 8260/12277] loss=0.6096, lr=0.0000185, metrics:accuracy:0.6844
INFO:root:10:39:55 [Epoch 1 Batch 8270/12277] loss=0.6474, lr=0.0000185, metrics:accuracy:0.6844
INFO:root:10:39:56 [Epoch 1 Batch 8280/12277] loss=0.7008, lr=0.0000185, metrics:accuracy:0.6844
INFO:root:10:39:58 [Epoch 1 Batch 8290/12277] loss=0.7047, lr=0.0000185, metrics:accuracy:0.6845
INFO:root:10:39:59 [Epoch 1 Batch 8300/12277] loss=0.5905, lr=0.0000185, metrics:accuracy:0.6846
INFO:root:10:40:01 [Epoch 1 Batch 8310/12277] loss=0.5850, lr=0.0000185, metrics:accuracy:0.6846
INFO:root:10:40:02 [Epoch 1 Batch 8320/12277] loss=0.6918, lr=0.0000185, metrics:accuracy:0.6847
INFO:root:10:40:03 [Epoch 1 Batch 8330/12277] loss=0.5694, lr=0.0000185, metrics:accuracy:0.6848
INFO:root:10:40:04 [Epoch 1 Batch 8340/12277] loss=0.5888, lr=0.0000184, metrics:accuracy:0.6849
INFO:root:10:40:05 [Epoch 1 Batch 8350/12277] loss=0.6896, lr=0.0000184, metrics:accuracy:0.6849
INFO:root:10:40:07 [Epoch 1 Batch 8360/12277] loss=0.5778, lr=0.0000184, metrics:accuracy:0.6850
INFO:root:10:40:08 [Epoch 1 Batch 8370/12277] loss=0.6326, lr=0.0000184, metrics:accuracy:0.6851
INFO:root:10:40:10 [Epoch 1 Batch 8380/12277] loss=0.6016, lr=0.0000184, metrics:accuracy:0.6852
INFO:root:10:40:11 [Epoch 1 Batch 8390/12277] loss=0.6244, lr=0.0000184, metrics:accuracy:0.6853
INFO:root:10:40:12 [Epoch 1 Batch 8400/12277] loss=0.5665, lr=0.0000184, metrics:accuracy:0.6854
INFO:root:10:40:14 [Epoch 1 Batch 8410/12277] loss=0.6091, lr=0.0000184, metrics:accuracy:0.6854
INFO:root:10:40:15 [Epoch 1 Batch 8420/12277] loss=0.6154, lr=0.0000184, metrics:accuracy:0.6855
INFO:root:10:40:17 [Epoch 1 Batch 8430/12277] loss=0.6925, lr=0.0000184, metrics:accuracy:0.6855
INFO:root:10:40:18 [Epoch 1 Batch 8440/12277] loss=0.6300, lr=0.0000184, metrics:accuracy:0.6856
INFO:root:10:40:19 [Epoch 1 Batch 8450/12277] loss=0.6776, lr=0.0000184, metrics:accuracy:0.6857
INFO:root:10:40:21 [Epoch 1 Batch 8460/12277] loss=0.7006, lr=0.0000184, metrics:accuracy:0.6857
INFO:root:10:40:22 [Epoch 1 Batch 8470/12277] loss=0.6040, lr=0.0000184, metrics:accuracy:0.6858
INFO:root:10:40:24 [Epoch 1 Batch 8480/12277] loss=0.6415, lr=0.0000184, metrics:accuracy:0.6859
INFO:root:10:40:25 [Epoch 1 Batch 8490/12277] loss=0.6647, lr=0.0000184, metrics:accuracy:0.6859
INFO:root:10:40:26 [Epoch 1 Batch 8500/12277] loss=0.7157, lr=0.0000184, metrics:accuracy:0.6859
INFO:root:10:40:28 [Epoch 1 Batch 8510/12277] loss=0.6493, lr=0.0000184, metrics:accuracy:0.6860
INFO:root:10:40:29 [Epoch 1 Batch 8520/12277] loss=0.6698, lr=0.0000184, metrics:accuracy:0.6860
INFO:root:10:40:30 [Epoch 1 Batch 8530/12277] loss=0.6454, lr=0.0000184, metrics:accuracy:0.6860
INFO:root:10:40:32 [Epoch 1 Batch 8540/12277] loss=0.7059, lr=0.0000184, metrics:accuracy:0.6861
INFO:root:10:40:33 [Epoch 1 Batch 8550/12277] loss=0.6230, lr=0.0000184, metrics:accuracy:0.6861
INFO:root:10:40:34 [Epoch 1 Batch 8560/12277] loss=0.5964, lr=0.0000183, metrics:accuracy:0.6862
INFO:root:10:40:36 [Epoch 1 Batch 8570/12277] loss=0.6239, lr=0.0000183, metrics:accuracy:0.6863
INFO:root:10:40:37 [Epoch 1 Batch 8580/12277] loss=0.6452, lr=0.0000183, metrics:accuracy:0.6864
INFO:root:10:40:38 [Epoch 1 Batch 8590/12277] loss=0.6914, lr=0.0000183, metrics:accuracy:0.6864
INFO:root:10:40:39 [Epoch 1 Batch 8600/12277] loss=0.5788, lr=0.0000183, metrics:accuracy:0.6865
INFO:root:10:40:41 [Epoch 1 Batch 8610/12277] loss=0.6640, lr=0.0000183, metrics:accuracy:0.6865
INFO:root:10:40:42 [Epoch 1 Batch 8620/12277] loss=0.6421, lr=0.0000183, metrics:accuracy:0.6866
INFO:root:10:40:43 [Epoch 1 Batch 8630/12277] loss=0.6247, lr=0.0000183, metrics:accuracy:0.6867
INFO:root:10:40:45 [Epoch 1 Batch 8640/12277] loss=0.7171, lr=0.0000183, metrics:accuracy:0.6867
INFO:root:10:40:46 [Epoch 1 Batch 8650/12277] loss=0.6233, lr=0.0000183, metrics:accuracy:0.6868
INFO:root:10:40:48 [Epoch 1 Batch 8660/12277] loss=0.5890, lr=0.0000183, metrics:accuracy:0.6869
INFO:root:10:40:49 [Epoch 1 Batch 8670/12277] loss=0.5943, lr=0.0000183, metrics:accuracy:0.6870
INFO:root:10:40:50 [Epoch 1 Batch 8680/12277] loss=0.6032, lr=0.0000183, metrics:accuracy:0.6870
INFO:root:10:40:52 [Epoch 1 Batch 8690/12277] loss=0.6671, lr=0.0000183, metrics:accuracy:0.6871
INFO:root:10:40:53 [Epoch 1 Batch 8700/12277] loss=0.6671, lr=0.0000183, metrics:accuracy:0.6871
INFO:root:10:40:54 [Epoch 1 Batch 8710/12277] loss=0.7018, lr=0.0000183, metrics:accuracy:0.6871
INFO:root:10:40:56 [Epoch 1 Batch 8720/12277] loss=0.7144, lr=0.0000183, metrics:accuracy:0.6871
INFO:root:10:40:57 [Epoch 1 Batch 8730/12277] loss=0.6146, lr=0.0000183, metrics:accuracy:0.6872
INFO:root:10:40:59 [Epoch 1 Batch 8740/12277] loss=0.6095, lr=0.0000183, metrics:accuracy:0.6872
INFO:root:10:41:00 [Epoch 1 Batch 8750/12277] loss=0.5990, lr=0.0000183, metrics:accuracy:0.6873
INFO:root:10:41:01 [Epoch 1 Batch 8760/12277] loss=0.6127, lr=0.0000183, metrics:accuracy:0.6874
INFO:root:10:41:03 [Epoch 1 Batch 8770/12277] loss=0.6789, lr=0.0000183, metrics:accuracy:0.6874
INFO:root:10:41:04 [Epoch 1 Batch 8780/12277] loss=0.6061, lr=0.0000182, metrics:accuracy:0.6874
INFO:root:10:41:06 [Epoch 1 Batch 8790/12277] loss=0.7085, lr=0.0000182, metrics:accuracy:0.6875
INFO:root:10:41:07 [Epoch 1 Batch 8800/12277] loss=0.6295, lr=0.0000182, metrics:accuracy:0.6875
INFO:root:10:41:09 [Epoch 1 Batch 8810/12277] loss=0.6714, lr=0.0000182, metrics:accuracy:0.6875
INFO:root:10:41:10 [Epoch 1 Batch 8820/12277] loss=0.5777, lr=0.0000182, metrics:accuracy:0.6876
INFO:root:10:41:12 [Epoch 1 Batch 8830/12277] loss=0.6285, lr=0.0000182, metrics:accuracy:0.6877
INFO:root:10:41:13 [Epoch 1 Batch 8840/12277] loss=0.6311, lr=0.0000182, metrics:accuracy:0.6877
INFO:root:10:41:14 [Epoch 1 Batch 8850/12277] loss=0.5325, lr=0.0000182, metrics:accuracy:0.6878
INFO:root:10:41:15 [Epoch 1 Batch 8860/12277] loss=0.7499, lr=0.0000182, metrics:accuracy:0.6879
INFO:root:10:41:17 [Epoch 1 Batch 8870/12277] loss=0.6250, lr=0.0000182, metrics:accuracy:0.6879
INFO:root:10:41:18 [Epoch 1 Batch 8880/12277] loss=0.5991, lr=0.0000182, metrics:accuracy:0.6880
INFO:root:10:41:20 [Epoch 1 Batch 8890/12277] loss=0.6449, lr=0.0000182, metrics:accuracy:0.6880
INFO:root:10:41:21 [Epoch 1 Batch 8900/12277] loss=0.6311, lr=0.0000182, metrics:accuracy:0.6881
INFO:root:10:41:23 [Epoch 1 Batch 8910/12277] loss=0.5719, lr=0.0000182, metrics:accuracy:0.6882
INFO:root:10:41:24 [Epoch 1 Batch 8920/12277] loss=0.5811, lr=0.0000182, metrics:accuracy:0.6883
INFO:root:10:41:25 [Epoch 1 Batch 8930/12277] loss=0.5902, lr=0.0000182, metrics:accuracy:0.6883
INFO:root:10:41:26 [Epoch 1 Batch 8940/12277] loss=0.5033, lr=0.0000182, metrics:accuracy:0.6885
INFO:root:10:41:28 [Epoch 1 Batch 8950/12277] loss=0.6267, lr=0.0000182, metrics:accuracy:0.6885
INFO:root:10:41:29 [Epoch 1 Batch 8960/12277] loss=0.6087, lr=0.0000182, metrics:accuracy:0.6886
INFO:root:10:41:30 [Epoch 1 Batch 8970/12277] loss=0.6288, lr=0.0000182, metrics:accuracy:0.6887
INFO:root:10:41:31 [Epoch 1 Batch 8980/12277] loss=0.6030, lr=0.0000182, metrics:accuracy:0.6887
INFO:root:10:41:33 [Epoch 1 Batch 8990/12277] loss=0.5625, lr=0.0000182, metrics:accuracy:0.6888
INFO:root:10:41:34 [Epoch 1 Batch 9000/12277] loss=0.6772, lr=0.0000181, metrics:accuracy:0.6889
INFO:root:10:41:36 [Epoch 1 Batch 9010/12277] loss=0.6109, lr=0.0000181, metrics:accuracy:0.6889
INFO:root:10:41:37 [Epoch 1 Batch 9020/12277] loss=0.5261, lr=0.0000181, metrics:accuracy:0.6891
INFO:root:10:41:38 [Epoch 1 Batch 9030/12277] loss=0.6317, lr=0.0000181, metrics:accuracy:0.6891
INFO:root:10:41:40 [Epoch 1 Batch 9040/12277] loss=0.5426, lr=0.0000181, metrics:accuracy:0.6892
INFO:root:10:41:41 [Epoch 1 Batch 9050/12277] loss=0.6255, lr=0.0000181, metrics:accuracy:0.6893
INFO:root:10:41:43 [Epoch 1 Batch 9060/12277] loss=0.6330, lr=0.0000181, metrics:accuracy:0.6893
INFO:root:10:41:44 [Epoch 1 Batch 9070/12277] loss=0.6222, lr=0.0000181, metrics:accuracy:0.6894
INFO:root:10:41:45 [Epoch 1 Batch 9080/12277] loss=0.6745, lr=0.0000181, metrics:accuracy:0.6895
INFO:root:10:41:46 [Epoch 1 Batch 9090/12277] loss=0.6275, lr=0.0000181, metrics:accuracy:0.6895
INFO:root:10:41:48 [Epoch 1 Batch 9100/12277] loss=0.6455, lr=0.0000181, metrics:accuracy:0.6896
INFO:root:10:41:49 [Epoch 1 Batch 9110/12277] loss=0.6222, lr=0.0000181, metrics:accuracy:0.6896
INFO:root:10:41:51 [Epoch 1 Batch 9120/12277] loss=0.6686, lr=0.0000181, metrics:accuracy:0.6897
INFO:root:10:41:52 [Epoch 1 Batch 9130/12277] loss=0.6042, lr=0.0000181, metrics:accuracy:0.6898
INFO:root:10:41:53 [Epoch 1 Batch 9140/12277] loss=0.5812, lr=0.0000181, metrics:accuracy:0.6898
INFO:root:10:41:55 [Epoch 1 Batch 9150/12277] loss=0.6132, lr=0.0000181, metrics:accuracy:0.6899
INFO:root:10:41:56 [Epoch 1 Batch 9160/12277] loss=0.5987, lr=0.0000181, metrics:accuracy:0.6899
INFO:root:10:41:57 [Epoch 1 Batch 9170/12277] loss=0.6341, lr=0.0000181, metrics:accuracy:0.6900
INFO:root:10:41:59 [Epoch 1 Batch 9180/12277] loss=0.6573, lr=0.0000181, metrics:accuracy:0.6901
INFO:root:10:42:00 [Epoch 1 Batch 9190/12277] loss=0.5991, lr=0.0000181, metrics:accuracy:0.6902
INFO:root:10:42:02 [Epoch 1 Batch 9200/12277] loss=0.6040, lr=0.0000181, metrics:accuracy:0.6902
INFO:root:10:42:03 [Epoch 1 Batch 9210/12277] loss=0.6429, lr=0.0000181, metrics:accuracy:0.6903
INFO:root:10:42:04 [Epoch 1 Batch 9220/12277] loss=0.6424, lr=0.0000180, metrics:accuracy:0.6904
INFO:root:10:42:06 [Epoch 1 Batch 9230/12277] loss=0.7060, lr=0.0000180, metrics:accuracy:0.6904
INFO:root:10:42:07 [Epoch 1 Batch 9240/12277] loss=0.6854, lr=0.0000180, metrics:accuracy:0.6904
INFO:root:10:42:08 [Epoch 1 Batch 9250/12277] loss=0.6100, lr=0.0000180, metrics:accuracy:0.6905
INFO:root:10:42:10 [Epoch 1 Batch 9260/12277] loss=0.5966, lr=0.0000180, metrics:accuracy:0.6906
INFO:root:10:42:11 [Epoch 1 Batch 9270/12277] loss=0.5847, lr=0.0000180, metrics:accuracy:0.6907
INFO:root:10:42:12 [Epoch 1 Batch 9280/12277] loss=0.6206, lr=0.0000180, metrics:accuracy:0.6907
INFO:root:10:42:14 [Epoch 1 Batch 9290/12277] loss=0.6416, lr=0.0000180, metrics:accuracy:0.6907
INFO:root:10:42:15 [Epoch 1 Batch 9300/12277] loss=0.6855, lr=0.0000180, metrics:accuracy:0.6908
INFO:root:10:42:16 [Epoch 1 Batch 9310/12277] loss=0.5847, lr=0.0000180, metrics:accuracy:0.6908
INFO:root:10:42:18 [Epoch 1 Batch 9320/12277] loss=0.6236, lr=0.0000180, metrics:accuracy:0.6909
INFO:root:10:42:19 [Epoch 1 Batch 9330/12277] loss=0.6338, lr=0.0000180, metrics:accuracy:0.6909
INFO:root:10:42:21 [Epoch 1 Batch 9340/12277] loss=0.6781, lr=0.0000180, metrics:accuracy:0.6910
INFO:root:10:42:22 [Epoch 1 Batch 9350/12277] loss=0.6103, lr=0.0000180, metrics:accuracy:0.6910
INFO:root:10:42:24 [Epoch 1 Batch 9360/12277] loss=0.5851, lr=0.0000180, metrics:accuracy:0.6911
INFO:root:10:42:25 [Epoch 1 Batch 9370/12277] loss=0.5498, lr=0.0000180, metrics:accuracy:0.6912
INFO:root:10:42:27 [Epoch 1 Batch 9380/12277] loss=0.5580, lr=0.0000180, metrics:accuracy:0.6913
INFO:root:10:42:28 [Epoch 1 Batch 9390/12277] loss=0.6435, lr=0.0000180, metrics:accuracy:0.6913
INFO:root:10:42:29 [Epoch 1 Batch 9400/12277] loss=0.6519, lr=0.0000180, metrics:accuracy:0.6914
INFO:root:10:42:31 [Epoch 1 Batch 9410/12277] loss=0.5822, lr=0.0000180, metrics:accuracy:0.6915
INFO:root:10:42:32 [Epoch 1 Batch 9420/12277] loss=0.5924, lr=0.0000180, metrics:accuracy:0.6916
INFO:root:10:42:33 [Epoch 1 Batch 9430/12277] loss=0.5978, lr=0.0000180, metrics:accuracy:0.6916
INFO:root:10:42:35 [Epoch 1 Batch 9440/12277] loss=0.5866, lr=0.0000179, metrics:accuracy:0.6917
INFO:root:10:42:36 [Epoch 1 Batch 9450/12277] loss=0.6544, lr=0.0000179, metrics:accuracy:0.6917
INFO:root:10:42:37 [Epoch 1 Batch 9460/12277] loss=0.6401, lr=0.0000179, metrics:accuracy:0.6918
INFO:root:10:42:39 [Epoch 1 Batch 9470/12277] loss=0.6243, lr=0.0000179, metrics:accuracy:0.6918
INFO:root:10:42:40 [Epoch 1 Batch 9480/12277] loss=0.6736, lr=0.0000179, metrics:accuracy:0.6919
INFO:root:10:42:41 [Epoch 1 Batch 9490/12277] loss=0.5986, lr=0.0000179, metrics:accuracy:0.6920
INFO:root:10:42:43 [Epoch 1 Batch 9500/12277] loss=0.6960, lr=0.0000179, metrics:accuracy:0.6920
INFO:root:10:42:44 [Epoch 1 Batch 9510/12277] loss=0.6643, lr=0.0000179, metrics:accuracy:0.6920
INFO:root:10:42:45 [Epoch 1 Batch 9520/12277] loss=0.6290, lr=0.0000179, metrics:accuracy:0.6920
INFO:root:10:42:47 [Epoch 1 Batch 9530/12277] loss=0.6350, lr=0.0000179, metrics:accuracy:0.6921
INFO:root:10:42:48 [Epoch 1 Batch 9540/12277] loss=0.7055, lr=0.0000179, metrics:accuracy:0.6921
INFO:root:10:42:49 [Epoch 1 Batch 9550/12277] loss=0.6398, lr=0.0000179, metrics:accuracy:0.6921
INFO:root:10:42:51 [Epoch 1 Batch 9560/12277] loss=0.5652, lr=0.0000179, metrics:accuracy:0.6922
INFO:root:10:42:52 [Epoch 1 Batch 9570/12277] loss=0.7059, lr=0.0000179, metrics:accuracy:0.6922
INFO:root:10:42:53 [Epoch 1 Batch 9580/12277] loss=0.6256, lr=0.0000179, metrics:accuracy:0.6923
INFO:root:10:42:55 [Epoch 1 Batch 9590/12277] loss=0.6222, lr=0.0000179, metrics:accuracy:0.6924
INFO:root:10:42:56 [Epoch 1 Batch 9600/12277] loss=0.6291, lr=0.0000179, metrics:accuracy:0.6924
INFO:root:10:42:57 [Epoch 1 Batch 9610/12277] loss=0.6664, lr=0.0000179, metrics:accuracy:0.6925
INFO:root:10:42:59 [Epoch 1 Batch 9620/12277] loss=0.5439, lr=0.0000179, metrics:accuracy:0.6926
INFO:root:10:43:00 [Epoch 1 Batch 9630/12277] loss=0.6031, lr=0.0000179, metrics:accuracy:0.6926
INFO:root:10:43:02 [Epoch 1 Batch 9640/12277] loss=0.5815, lr=0.0000179, metrics:accuracy:0.6927
INFO:root:10:43:03 [Epoch 1 Batch 9650/12277] loss=0.6501, lr=0.0000179, metrics:accuracy:0.6928
INFO:root:10:43:04 [Epoch 1 Batch 9660/12277] loss=0.5679, lr=0.0000178, metrics:accuracy:0.6929
INFO:root:10:43:06 [Epoch 1 Batch 9670/12277] loss=0.5911, lr=0.0000178, metrics:accuracy:0.6930
INFO:root:10:43:07 [Epoch 1 Batch 9680/12277] loss=0.5930, lr=0.0000178, metrics:accuracy:0.6931
INFO:root:10:43:08 [Epoch 1 Batch 9690/12277] loss=0.5096, lr=0.0000178, metrics:accuracy:0.6932
INFO:root:10:43:09 [Epoch 1 Batch 9700/12277] loss=0.7047, lr=0.0000178, metrics:accuracy:0.6932
INFO:root:10:43:11 [Epoch 1 Batch 9710/12277] loss=0.6166, lr=0.0000178, metrics:accuracy:0.6932
INFO:root:10:43:12 [Epoch 1 Batch 9720/12277] loss=0.5632, lr=0.0000178, metrics:accuracy:0.6933
INFO:root:10:43:13 [Epoch 1 Batch 9730/12277] loss=0.6296, lr=0.0000178, metrics:accuracy:0.6934
INFO:root:10:43:15 [Epoch 1 Batch 9740/12277] loss=0.5982, lr=0.0000178, metrics:accuracy:0.6935
INFO:root:10:43:16 [Epoch 1 Batch 9750/12277] loss=0.6629, lr=0.0000178, metrics:accuracy:0.6935
INFO:root:10:43:17 [Epoch 1 Batch 9760/12277] loss=0.5659, lr=0.0000178, metrics:accuracy:0.6936
INFO:root:10:43:19 [Epoch 1 Batch 9770/12277] loss=0.6237, lr=0.0000178, metrics:accuracy:0.6937
INFO:root:10:43:20 [Epoch 1 Batch 9780/12277] loss=0.5649, lr=0.0000178, metrics:accuracy:0.6938
INFO:root:10:43:21 [Epoch 1 Batch 9790/12277] loss=0.6412, lr=0.0000178, metrics:accuracy:0.6938
INFO:root:10:43:22 [Epoch 1 Batch 9800/12277] loss=0.6218, lr=0.0000178, metrics:accuracy:0.6938
INFO:root:10:43:24 [Epoch 1 Batch 9810/12277] loss=0.6025, lr=0.0000178, metrics:accuracy:0.6939
INFO:root:10:43:25 [Epoch 1 Batch 9820/12277] loss=0.5301, lr=0.0000178, metrics:accuracy:0.6940
INFO:root:10:43:27 [Epoch 1 Batch 9830/12277] loss=0.5846, lr=0.0000178, metrics:accuracy:0.6941
INFO:root:10:43:28 [Epoch 1 Batch 9840/12277] loss=0.6443, lr=0.0000178, metrics:accuracy:0.6941
INFO:root:10:43:29 [Epoch 1 Batch 9850/12277] loss=0.6802, lr=0.0000178, metrics:accuracy:0.6942
INFO:root:10:43:31 [Epoch 1 Batch 9860/12277] loss=0.6333, lr=0.0000178, metrics:accuracy:0.6942
INFO:root:10:43:32 [Epoch 1 Batch 9870/12277] loss=0.6586, lr=0.0000178, metrics:accuracy:0.6943
INFO:root:10:43:34 [Epoch 1 Batch 9880/12277] loss=0.5635, lr=0.0000177, metrics:accuracy:0.6943
INFO:root:10:43:35 [Epoch 1 Batch 9890/12277] loss=0.6435, lr=0.0000177, metrics:accuracy:0.6944
INFO:root:10:43:36 [Epoch 1 Batch 9900/12277] loss=0.5940, lr=0.0000177, metrics:accuracy:0.6945
INFO:root:10:43:38 [Epoch 1 Batch 9910/12277] loss=0.6971, lr=0.0000177, metrics:accuracy:0.6945
INFO:root:10:43:39 [Epoch 1 Batch 9920/12277] loss=0.6666, lr=0.0000177, metrics:accuracy:0.6945
INFO:root:10:43:40 [Epoch 1 Batch 9930/12277] loss=0.6216, lr=0.0000177, metrics:accuracy:0.6945
